SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,1045 Utah St Unit 2-111,Arlington,VA,22201,329900,1,1.0,Windsor Plaza,502,,1994,2,657,370,Active,April-22-2018 01:00 PM,April-22-2018 04:00 PM,http://www.redfin.com/VA/Arlington/1045-N-Utah-St-22201/unit-2-111/home/11244536,MRIS,AR10215237,N,Y,38.8832871,-77.1135655
MLS Listing,,Condo/Co-op,1115 12th St NW #405,Washington,DC,20005,399000,1,1.0,Old City #2,740,,1937,4,539,305,Active,April-22-2018 01:00 PM,April-22-2018 04:00 PM,http://www.redfin.com/DC/Washington/1115-12th-St-NW-20005/unit-405/home/9875952,MRIS,DC10212424,N,Y,38.90457,-77.027944
MLS Listing,,Condo/Co-op,1001 N Vermont St #811,Arlington,VA,22201,364900,1,1.0,Westview At Ballston,538,,2005,4,678,394,Active,,,http://www.redfin.com/VA/Arlington/1001-N-Vermont-St-22201/unit-811/home/11280216,MRIS,AR10211838,N,Y,38.8828742,-77.1143324
MLS Listing,,Townhouse,2812 16th Rd S Unit A,Arlington,VA,22204,329000,3,1.5,Arlington Court,962,,1947,5,342,626,Active,April-22-2018 01:00 PM,April-22-2018 04:00 PM,http://www.redfin.com/VA/Arlington/2812-16th-Rd-S-22204/unit-A/home/145239993,MRIS,AR10211922,N,Y,38.8563448,-77.0852452
MLS Listing,,Condo/Co-op,1711 Massachusetts Ave NW #714,Washington,DC,20036,399900,1,1.0,Old City #2,650,,1950,10,615,544,Active,,,http://www.redfin.com/DC/Washington/1711-Massachusetts-Ave-NW-20036/unit-714/home/9863991,MRIS,DC10206065,N,Y,38.9088143,-77.0389505
MLS Listing,,Townhouse,4161 Four Mile Run Dr #403,Arlington,VA,22204,399500,2,2.0,West Vge At Shir,1135,,1966,16,352,425,Active,April-22-2018 01:00 PM,April-22-2018 04:00 PM,http://www.redfin.com/VA/Arlington/4161-S-Four-Mile-Run-Dr-22204/unit-403/home/16897064,MRIS,AR10200665,N,Y,38.8489274,-77.0976017
MLS Listing,,Condo/Co-op,2712 Ordway St NW #5,Washington,DC,20008,365000,1,1.0,Forest Hills,763,,1944,17,478,283,Active,,,http://www.redfin.com/DC/Washington/2712-Ordway-St-NW-20008/unit-5/home/9989996,MRIS,DC10199677,N,Y,38.9341356,-77.0556259
MLS Listing,,Condo/Co-op,5700 Chapman Mill Dr #160,North Bethesda,MD,20852,380000,3,2.0,Gables Of Tuckerman Codm,996,,1987,17,382,400,Active,,,http://www.redfin.com/MD/North-Bethesda/5700-Chapman-Mill-Dr-20852/unit-160/home/10545580,MRIS,MC10198689,N,Y,39.0353575,-77.1150688
MLS Listing,,Condo/Co-op,5101 River Rd #1111,Bethesda,MD,20816,236000,1,1.0,The Kenwood,1017,,1969,23,232,700,Active,,,http://www.redfin.com/MD/Bethesda/5101-River-Rd-20816/unit-1111/home/10689485,MRIS,MC10194193,N,Y,38.9640697,-77.1013213
MLS Listing,,Condo/Co-op,1311 Delaware Ave SW Unit S432,Washington,DC,20024,299000,2,1.0,Rla (sw),775,,1962,24,386,1136,Active,,,http://www.redfin.com/DC/Washington/1311-Delaware-Ave-SW-20024/unit-S432/home/12058542,MRIS,DC10192759,N,Y,38.8739553,-77.0155098
MLS Listing,,Condo/Co-op,2802 Devonshire Pl NW #208,Washington,DC,20008,339000,1,1.0,Garfield,765,,1939,31,443,515,Active,,,http://www.redfin.com/DC/Washington/2802-Devonshire-Pl-NW-20008/unit-208/home/28466932,MRIS,DC10187053,N,Y,38.9306832,-77.0580695
MLS Listing,,Condo/Co-op,4201 Cathedral Ave NW Unit 622E,Washington,DC,20016,289000,1,1.0,Wesley Heights,1045,,1960,33,277,958,Active,,,http://www.redfin.com/DC/Washington/4201-Cathedral-Ave-NW-20016/unit-622E/home/145174996,MRIS,DC10185544,N,Y,38.9307588,-77.0829996
MLS Listing,,Condo/Co-op,501 Slaters Ln #320,Alexandria,VA,22314,240000,1,1.0,Marina Towers,605,,1970,51,397,412,Active,,,http://www.redfin.com/VA/Alexandria/501-Slaters-Ln-22314/unit-320/home/11864776,MRIS,AX10169910,N,Y,38.8225044,-77.041451
MLS Listing,,Condo/Co-op,4200 Massachusetts Ave NW #508,Washington,DC,20016,325000,1,1.5,Wesley Heights,755,,1971,52,430,1138,Active,,,http://www.redfin.com/DC/Washington/4200-Massachusetts-Ave-NW-20016/unit-508/home/9950707,MRIS,DC10167778,N,Y,38.9348171,-77.0828442
MLS Listing,,Condo/Co-op,1521 Lincoln Way #104,Mclean,VA,22102,239000,1,1.0,Fountains At Mclean,690,,1988,59,346,331,Active,,,http://www.redfin.com/VA/McLean/1521-Lincoln-Way-22102/unit-104/home/143310345,MRIS,FX10162068,N,Y,38.929844,-77.229671
MLS Listing,,Condo/Co-op,1901 Wyoming Ave NW #3,Washington,DC,20009,251500,1,1.0,Kalorama,500,,1917,59,503,209,Active,,,http://www.redfin.com/DC/Washington/1901-Wyoming-Ave-NW-20009/unit-3/home/40114833,MRIS,DC10162034,N,Y,38.9185406,-77.0455174
MLS Listing,,Condo/Co-op,880 Pollard St N #726,Arlington,VA,22203,374999,1,1.0,Ballston 880,615,,2000,66,610,325,Active,April-22-2018 02:00 PM,April-22-2018 04:00 PM,http://www.redfin.com/VA/Arlington/880-N-Pollard-St-22203/unit-726/home/11280640,MRIS,AR10156885,N,Y,38.8808777,-77.1069408
MLS Listing,,Condo/Co-op,10607 Montrose Ave Unit M-202,Bethesda,MD,20814,344500,2,2.0,Parkside Codm,1162,,1966,87,296,502,Active,,,http://www.redfin.com/MD/Bethesda/10607-Montrose-Ave-20814/unit-M-202/home/144768414,MRIS,MC10142199,N,Y,39.0303043,-77.094359
MLS Listing,,Condo/Co-op,1410 12th St NW #1,Washington,DC,20005,399000,1,1.0,Logan Circle,681,,2005,88,586,282,Active,,,http://www.redfin.com/DC/Washington/1410-12th-St-NW-20005/unit-1/home/10347425,MRIS,DC10141353,N,Y,38.9089626,-77.0283049
MLS Listing,,Condo/Co-op,4620 Park Ave Unit 603E,Chevy Chase,MD,20815,344000,1,1.0,4620 North Park Ave,823,,1973,137,418,649,Active,,,http://www.redfin.com/MD/Chevy-Chase/4620-N-Park-Ave-20815/unit-603E/home/10682910,MRIS,MC10115852,N,Y,38.9630812,-77.0926644
MLS Listing,,Condo/Co-op,2050 Calvert St N #304,Arlington,VA,22201,330000,2,1.0,Spout Run Terrace,796,,1987,159,415,328,Active,,,http://www.redfin.com/VA/Arlington/2050-N-Calvert-St-22201/unit-304/home/11279732,MRIS,AR10104013,N,Y,38.8974134,-77.0932738
MLS Listing,,Condo/Co-op,2312 Colston Dr #103,Silver Spring,MD,20910,185000,1,1.0,Rock Creek Apts Codm 1,733,,1948,197,252,433,Active,,,http://www.redfin.com/MD/Silver-Spring/2312-Colston-Dr-20910/unit-103/home/11115271,MRIS,MC10076022,N,Y,38.9942763,-77.048948
MLS Listing,,Condo/Co-op,3333 University Blvd W #812,Kensington,MD,20895,319800,3,2.0,The Waterford,2071,,1973,331,154,1132,Active,,,http://www.redfin.com/MD/Kensington/3333-University-Blvd-W-20895/unit-812/home/11092679,MRIS,MC9958422,N,Y,39.0361735,-77.0671046
Redfin Data,,Townhouse,2020 Flowering Tree Ter,Silver Spring,MD,20902,299900,2,1.5,Silver Spring,966,1518,1984,2,310,82,Pre On-Market,,,http://www.redfin.com/MD/Silver-Spring/2020-Flowering-Tree-Ter-20902/home/11113302,Coming Soon,11279,N,Y,39.0234809,-77.042066
Redfin Data,,Condo/Co-op,4025 Connecticut Ave NW #203,Washington,DC,20008,395000,1,1.0,Washington,760,,1999,2,520,370,Pre On-Market,,,http://www.redfin.com/DC/Washington/4025-Connecticut-Ave-NW-20008/unit-203/home/10178811,Coming Soon,11317,N,Y,38.9416108,-77.0616182
Redfin Data,,Condo/Co-op,12415 Braxfield CT 551,Rockville,MD,20852,245000,3,1.5,Rockville,1227,,1980,4,200,,Pre On-Market,,,http://www.redfin.com/MD/Rockville/12415-Braxfield-Ct-20852/unit-3/home/10534174,Coming Soon,11734,N,Y,39.0575485,-77.1050204
Redfin Data,,Condo/Co-op,1000 New Jersey Ave SE Apt 1009,"Washington, DC",DC,20003,392500,1,1.0,"Washington, DC",700,,2006,10,561,1178,Pre On-Market,,,http://www.redfin.com/DC/Washington/1000-New-Jersey-Ave-SE-20003/unit-1009/home/145309093,Coming Soon,11244,N,Y,38.878061,-77.0043928
MLS Listing,,Condo/Co-op,11607 Elkin St #202,Silver Spring,MD,20902,256000,3,2.0,Sierra Landing Codm,1785,,1961,1,143,697,Active,April-22-2018 12:00 PM,April-22-2018 01:30 PM,http://www.redfin.com/MD/Silver-Spring/11607-Elkin-St-20902/unit-202/home/11124361,MRIS,MC10217008,N,Y,39.0452289,-77.0467978
MLS Listing,,Condo/Co-op,6445 Luzon Ave NW #102,Washington,DC,20012,169000,1,1.0,Brightwood,950,,1960,1,178,651,Active,,,http://www.redfin.com/DC/Washington/6445-Luzon-Ave-NW-20012/unit-102/home/52406414,MRIS,DC10216965,N,Y,38.9685119,-77.034212
MLS Listing,,Condo/Co-op,4607 36th St S Unit A2,Arlington,VA,22206,385000,1,2.0,Fairlington Mews,1490,,1940,1,258,295,Active,,,http://www.redfin.com/VA/Arlington/4607-36th-St-S-22206/unit-A2/home/11271071,MRIS,AR10216957,N,Y,38.8324622,-77.0925758
MLS Listing,,Condo/Co-op,6445 Luzon Ave NW #212,Washington,DC,20012,262000,2,1.0,Brightwood,940,,1960,1,279,,Active,,,http://www.redfin.com/DC/Washington/6445-Luzon-Ave-NW-20012/unit-212/home/145399479,MRIS,DC10216772,N,Y,38.9685119,-77.034212
MLS Listing,,Condo/Co-op,1101 3rd St SW #503,Washington,DC,20024,299900,1,1.0,Rla (sw),536,,1960,1,560,388,Active,,,http://www.redfin.com/DC/Washington/1101-3rd-St-SW-20024/unit-503/home/28496928,MRIS,DC10216619,N,Y,38.8771265,-77.0157691
MLS Listing,,Condo/Co-op,2400 41st St NW #415,Washington,DC,20007,299000,1,1.0,Glover Park,920,,1959,1,325,528,Active,April-22-2018 02:00 PM,April-22-2018 04:00 PM,http://www.redfin.com/DC/Washington/2400-41st-St-NW-20007/unit-415/home/9958836,MRIS,DC10216617,N,Y,38.9221395,-77.0811651
MLS Listing,,Condo/Co-op,5101 Crossfield Ct #351,Rockville,MD,20852,167000,1,1.0,Bethesda Park,794,,1970,1,210,495,Active,,,http://www.redfin.com/MD/Rockville/5101-Crossfield-Ct-20852/unit-351/home/144383983,MRIS,MC10216581,N,Y,39.057539,-77.1020147
MLS Listing,,Condo/Co-op,2401 H St NW #612,Washington,DC,20037,339900,1,1.0,Foggy Bottom,628,,1960,1,541,721,Active,,,http://www.redfin.com/DC/Washington/2401-H-St-NW-20037/unit-612/home/9046797,MRIS,DC10216540,N,Y,38.8999319,-77.0516791
MLS Listing,,Condo/Co-op,10401 Grosvenor Pl #1125,Rockville,MD,20852,265000,2,2.0,Grosvenor Park Iii,1072,,1966,1,247,890,Active,,,http://www.redfin.com/MD/Rockville/10401-Grosvenor-Pl-20852/unit-1125/home/10530669,MRIS,MC10216494,N,Y,39.0276956,-77.106617
MLS Listing,,Condo/Co-op,4356 Lee Hwy #202,Arlington,VA,22207,299900,1,1.0,Balmoral,822,,1964,1,365,362,Active,April-22-2018 01:00 PM,April-22-2018 04:00 PM,http://www.redfin.com/VA/Arlington/4356-Lee-Hwy-22207/unit-202/home/11235015,MRIS,AR10215011,N,Y,38.8974998,-77.1155717
MLS Listing,,Condo/Co-op,1504 Lincoln Way #101,Mclean,VA,22102,378000,2,2.0,Fountains At Mclean,952,,1988,2,397,457,Active,,,http://www.redfin.com/VA/McLean/1504-Lincoln-Way-22102/unit-101/home/9838343,MRIS,FX10214797,N,Y,38.931491,-77.228972
MLS Listing,,Condo/Co-op,10101 Grosvenor Pl #1513,Rockville,MD,20852,290000,1,1.0,10101 Grosvenor Park Cod,904,,1986,2,321,463,Active,,,http://www.redfin.com/MD/Rockville/10101-Grosvenor-Pl-20852/unit-1513/home/11209095,MRIS,MC10200859,N,Y,39.0232354,-77.1046031
MLS Listing,,Condo/Co-op,5300 Columbia Pike #1006,Arlington,VA,22204,318000,2,2.0,The Carlyle House,1238,,1974,2,257,612,Active,,,http://www.redfin.com/VA/Arlington/5300-Columbia-Pike-22204/unit-1006/home/11265310,MRIS,AR10214638,N,Y,38.8538412,-77.1165606
MLS Listing,,Condo/Co-op,1601 Kenwood Ave Unit C,Alexandria,VA,22302,320000,2,2.0,Beverly Hills,1086,,1975,2,295,314,Active,April-22-2018 01:00 PM,April-22-2018 04:00 PM,http://www.redfin.com/VA/Alexandria/1601-Kenwood-Ave-22302/unit-C/home/11851662,MRIS,AX10216220,N,Y,38.83064,-77.084253
MLS Listing,,Condo/Co-op,3303 Wyndham Cir #243,Alexandria,VA,22302,207500,1,1.0,Pointe At Park C,639,,1990,2,325,282,Active,,,http://www.redfin.com/VA/Alexandria/3303-Wyndham-Cir-22302/unit-243/home/11876578,MRIS,AX10216191,N,Y,38.8353009,-77.1024457
MLS Listing,,Condo/Co-op,11800 Old Georgetown Rd #1533,North Bethesda,MD,20852,399900,2,2.0,White Flint Station Codm,1217,,1999,2,329,514,Active,,,http://www.redfin.com/MD/Rockville/11800-Old-Georgetown-Rd-20852/unit-1533/home/11759885,MRIS,MC10216072,N,Y,39.0502507,-77.1108517
MLS Listing,,Condo/Co-op,4601 PARK Ave #1420,CHEVY CHASE,MD,20815,290000,1,1.5,CHEVY CHASE,967,,1975,2,300,1065,Active,,,http://www.redfin.com/MD/Chevy-Chase/4601-N-Park-Ave-20815/unit-1420/home/10684712,BRIGHT MLS,1000426140,N,Y,38.963879,-77.0913855
MLS Listing,,Condo/Co-op,4601 Park Ave #1420,Chevy Chase,MD,20815,290000,1,1.5,The Elizabeth,967,,1975,2,300,1065,Active,,,http://www.redfin.com/MD/Chevy-Chase/4601-N-Park-Ave-20815/unit-1420/home/145271834,MRIS,MC10216016,N,Y,38.963879,-77.0913855
MLS Listing,,Condo/Co-op,1121 University Blvd Unit 718-B,Silver Spring,MD,20902,145000,2,2.0,University Towers Codm,1078,,1967,2,135,830,Active,,,http://www.redfin.com/MD/Silver-Spring/1121-University-Blvd-W-20902/unit-718-B/home/92516966,MRIS,MC10215901,N,Y,39.0384614,-77.0282214
MLS Listing,,Condo/Co-op,5750 Bou Ave #913,Rockville,MD,20852,349900,1,1.5,Midtown Bethesda North C,995,,2007,2,352,525,Active,April-22-2018 01:00 PM,April-22-2018 04:00 PM,http://www.redfin.com/MD/Rockville/5750-Bou-Ave-20852/unit-913/home/23467432,MRIS,MC10215749,N,Y,39.0568655,-77.1167645
MLS Listing,,Condo/Co-op,11710 Old Georgetown Rd #609,North Bethesda,MD,20852,325000,1,1.0,Gallery At White Flint P,791,,2001,2,411,310,Active,,,http://www.redfin.com/MD/Rockville/11710-Old-Georgetown-Rd-20852/unit-609/home/28866720,MRIS,MC10215720,N,Y,39.0502137,-77.1124961
MLS Listing,,Single Family Residential,3008 Henderson Ave,Silver Spring,MD,20902,349900,4,2.0,Highland Woods,1316,8972,1963,2,266,,Active,April-22-2018 01:00 PM,April-22-2018 03:00 PM,http://www.redfin.com/MD/Silver-Spring/3008-Henderson-Ave-20902/home/11058690,MRIS,MC10215695,N,Y,39.054381,-77.0621803
MLS Listing,,Single Family Residential,3610 Woodridge Ave,Silver Spring,MD,20902,374900,3,1.0,Kensington Knolls,1268,11780,1951,2,296,,Active,April-22-2018 01:00 PM,April-22-2018 04:00 PM,http://www.redfin.com/MD/Silver-Spring/3610-Woodridge-Ave-20902/home/11064630,MRIS,MC10211746,N,Y,39.0442363,-77.0727481
MLS Listing,,Condo/Co-op,1011 Arlington Blvd #648,Arlington,VA,22209,149999,1,1.0,River Place Coops,500,,1955,2,300,305,Active,,,http://www.redfin.com/VA/Arlington/1011-Arlington-Blvd-22209/unit-648/home/45395253,MRIS,AR10215680,N,Y,38.8921127,-77.0689033
MLS Listing,,Condo/Co-op,2022 Columbia Rd NW #618,Washington,DC,20009,399000,1,1.0,Kalorama,568,,1910,2,702,430,Active,April-22-2018 02:00 PM,April-22-2018 04:00 PM,http://www.redfin.com/DC/Washington/2022-Columbia-Rd-NW-20009/unit-618/home/9999700,MRIS,DC10215655,N,Y,38.9170409,-77.0453824
MLS Listing,,Single Family Residential,3000 Parker Ave,Wheaton,MD,20902,320000,3,2.0,Wheaton Hills,1188,6261,1949,2,269,,Active,,,http://www.redfin.com/MD/Wheaton-Glenmont/3000-Parker-Ave-20902/home/11006714,MRIS,MC10207238,N,Y,39.0471915,-77.0613596
MLS Listing,,Condo/Co-op,1220 Blair Mill Rd #804,Silver Spring,MD,20910,317000,2,1.0,Mica Codm @ Silver Sprin,1020,,1968,2,311,817,Active,,,http://www.redfin.com/MD/Silver-Spring/1220-Blair-Mill-Rd-20910/unit-804/home/23467599,MRIS,MC10215619,N,Y,38.9894781,-77.0302241
MLS Listing,,Condo/Co-op,10201 Grosvenor Pl #915,Rockville,MD,20852,265000,2,1.0,Grosvenor Park I,1114,,1964,2,238,787,Active,,,http://www.redfin.com/MD/Rockville/10201-Grosvenor-Pl-20852/unit-915/home/144480161,MRIS,MC10215530,N,Y,39.0248228,-77.1055698
MLS Listing,,Condo/Co-op,1538 Lincoln Way #102,Mclean,VA,22102,255000,1,1.0,Fountains At Mclean,624,,1988,2,409,331,Active,,,http://www.redfin.com/VA/McLean/1538-Lincoln-Way-22102/unit-102/home/22010924,MRIS,FX10215505,N,Y,38.931676,-77.230363
MLS Listing,,Condo/Co-op,4343 Lee Hwy #205,Arlington,VA,22207,279900,2,1.5,Yorktown Condominium,1000,,1963,2,280,588,Active,,,http://www.redfin.com/VA/Arlington/4343-Lee-Hwy-22207/unit-205/home/11233376,MRIS,AR10215492,N,Y,38.8976815,-77.1149452
MLS Listing,,Condo/Co-op,1571 Spring Gate Dr #6406,Mclean,VA,22102,279900,1,1.0,Gates Of Mclean,735,,1997,2,381,376,Active,April-22-2018 01:00 PM,April-22-2018 03:00 PM,http://www.redfin.com/VA/McLean/1571-Spring-Gate-Dr-22102/unit-6406/home/9847319,MRIS,FX10215450,N,Y,38.9293977,-77.2091682
MLS Listing,,Condo/Co-op,4601 N Park Ave Unit 1716-R,Chevy Chase,MD,20815,324900,2,1.0,The Elizabeth,1031,,1975,2,315,1188,Active,,,http://www.redfin.com/MD/Chevy-Chase/4601-N-Park-Ave-20815/unit-1716-R/home/143708924,MRIS,MC10215405,N,Y,38.963867,-77.0913527
MLS Listing,,Condo/Co-op,1301 Courthouse Rd #1602,Arlington,VA,22201,395000,1,1.5,Woodbury Heights,675,,1983,2,585,436,Active,,,http://www.redfin.com/VA/Arlington/1301-N-Courthouse-Rd-22201/unit-1602/home/11251425,MRIS,AR10215390,N,Y,38.8887107,-77.0830785
MLS Listing,,Condo/Co-op,2312 Colston Dr Unit C-201,Silver Spring,MD,20910,324900,2,1.0,Rock Creek Apts Codm 1,739,,1948,2,440,540,Active,April-22-2018 01:00 PM,April-22-2018 04:00 PM,http://www.redfin.com/MD/Silver-Spring/2312-Colston-Dr-20910/unit-C-201/home/113827383,MRIS,MC10215305,N,Y,38.9942763,-77.048948
MLS Listing,,Single Family Residential,3200 Clay St,Silver Spring,MD,20902,320000,3,1.0,Conn Ave Estates,1032,9102,1953,2,310,,Active,April-22-2018 02:00 PM,April-22-2018 04:00 PM,http://www.redfin.com/MD/Silver-Spring/3200-Clay-St-20902/home/11023223,MRIS,MC10215201,N,Y,39.0569283,-77.0655194
MLS Listing,,Condo/Co-op,1725 BRADDOCK Pl #301,ALEXANDRIA,VA,22302,399000,2,2.5,ALEXANDRIA,1153,,1993,2,346,335,Active,,,http://www.redfin.com/VA/Alexandria/1725-W-Braddock-Pl-22302/unit-301/home/11871694,BRIGHT MLS,1000422510,N,Y,38.8272746,-77.0852357
MLS Listing,,Condo/Co-op,1021 Arlington Blvd Unit 518E,Arlington,VA,22209,269900,2,1.0,River Place East,884,,1955,2,305,590,Active,,,http://www.redfin.com/VA/Arlington/1021-Arlington-Blvd-22209/unit-518E/home/145379081,MRIS,AR10215179,N,Y,38.8929957,-77.0689033
MLS Listing,,Condo/Co-op,1725 Braddock Pl #301,Alexandria,VA,22302,399000,2,2.5,Kingsgate,1153,,1993,2,346,335,Active,,,http://www.redfin.com/VA/Alexandria/1725-Braddock-Pl-22314/unit-301/home/143373525,MRIS,AX10215185,N,Y,38.8150339,-77.0517395
MLS Listing,,Condo/Co-op,7720 Tremayne Pl #305,Mclean,VA,22102,339900,2,2.0,The Colonies,1180,,1974,2,288,578,Active,April-22-2018 01:00 PM,April-22-2018 04:00 PM,http://www.redfin.com/VA/McLean/7720-Tremayne-Pl-22102/unit-305/home/9385375,MRIS,FX10215153,N,Y,38.918439,-77.209809
MLS Listing,,Townhouse,11937 Bluhill Rd,Silver Spring,MD,20902,289500,2,2.0,Conn Ave Estates,896,4311,1950,2,323,,Active,April-22-2018 01:00 PM,April-22-2018 04:00 PM,http://www.redfin.com/MD/Silver-Spring/11937-Bluhill-Rd-20902/home/11022945,MRIS,MC10215078,N,Y,39.051919,-77.070678
MLS Listing,,Single Family Residential,2511 Urbana Dr,Silver Spring,MD,20906,399900,4,3.5,Glenmont Village,1080,6960,1950,2,370,,Active,,,http://www.redfin.com/MD/Silver-Spring/2511-Urbana-Dr-20906/home/11026861,MRIS,MC10212050,N,Y,39.0613128,-77.0540403
MLS Listing,,Condo/Co-op,1600 Oak St #1023,Arlington,VA,22209,375000,1,1.0,The Belvedere Condominium,800,,1987,2,469,484,Active,April-22-2018 01:00 PM,April-22-2018 04:00 PM,http://www.redfin.com/VA/Arlington/1600-N-Oak-St-22209/unit-1023/home/11251103,MRIS,AR10208849,N,Y,38.8926124,-77.0734782
MLS Listing,,Condo/Co-op,10802 Antigua Ter #103,Rockville,MD,20852,364950,2,2.0,Bentley Place Codm,969,,1989,3,377,385,Active,,,http://www.redfin.com/MD/North-Bethesda/10802-Antigua-Ter-20852/unit-103/home/17962754,MRIS,MC10214993,N,Y,39.0326279,-77.1186324
MLS Listing,,Condo/Co-op,1225 Martha Custis Dr #1509,Alexandria,VA,22302,217500,1,1.0,Parkeast,815,,1980,3,267,508,Active,April-22-2018 01:00 PM,April-22-2018 03:00 PM,http://www.redfin.com/VA/Alexandria/1225-Martha-Custis-Dr-22302/unit-1509/home/11863242,MRIS,AX10214973,N,Y,38.8424553,-77.080145
MLS Listing,,Condo/Co-op,3101 Hampton Dr N #1209,Alexandria,VA,22302,239900,1,1.0,Northampton Place,715,,2004,3,336,476,Active,,,http://www.redfin.com/VA/Alexandria/3101-N-Hampton-Dr-22302/unit-1209/home/11877392,MRIS,AX10214914,N,Y,38.8381428,-77.1055022
MLS Listing,,Single Family Residential,406 Burgundy Dr,Rockville,MD,20850,325000,3,2.0,Maryvale,960,5500,1953,3,339,,Active,,,http://www.redfin.com/MD/Rockville/406-Burgundy-Dr-20850/home/10512241,MRIS,MC10214901,N,Y,39.0895035,-77.1426966
MLS Listing,,Condo/Co-op,1504 George Mason Dr #22,Arlington,VA,22204,199000,2,1.0,George Mason Village,850,,1965,3,234,601,Active,,,http://www.redfin.com/VA/Arlington/1504-S-George-Mason-Dr-22204/unit-22/home/11266099,MRIS,AR10214887,N,Y,38.8524402,-77.1047055
MLS Listing,,Condo/Co-op,222 George Mason Dr Unit 222-4,Arlington,VA,22203,209000,1,1.0,Arlington Oaks,651,,1940,3,321,410,Active,April-22-2018 02:00 PM,April-22-2018 04:00 PM,http://www.redfin.com/VA/Arlington/222-N-George-Mason-Dr-22203/unit-222-4/home/11257888,MRIS,AR10214867,N,Y,38.8709727,-77.1078926
MLS Listing,,Condo/Co-op,3806 Porter St NW #101,Washington,DC,20016,375000,1,1.0,Cleveland Park,763,,1985,3,491,376,Active,April-22-2018 01:00 PM,April-22-2018 03:00 PM,http://www.redfin.com/DC/Washington/3806-Porter-St-NW-20016/unit-101/home/145371764,MRIS,DC10214862,N,Y,38.936777,-77.0742994
MLS Listing,,Condo/Co-op,1121 Arlington Blvd #245,Arlington,VA,22209,155250,1,1.0,River Place,514,,1955,3,302,356,Active,,,http://www.redfin.com/VA/Arlington/1121-Arlington-Blvd-22209/unit-245/home/11252517,MRIS,AR10214759,N,Y,38.8935985,-77.0699826
MLS Listing,,Condo/Co-op,2926 Buchanan St S Unit B2,Arlington,VA,22206,345000,2,1.0,Fairlington,1031,,1944,3,335,325,Active,April-22-2018 01:00 PM,April-22-2018 04:00 PM,http://www.redfin.com/VA/Arlington/2926-S-Buchanan-St-22206/unit-B2/home/11268778,MRIS,AR10214744,N,Y,38.8385815,-77.1002648
MLS Listing,,Condo/Co-op,1800 Old Meadow Rd #1503,Mclean,VA,22102,399900,2,2.0,Regency At Mclean,1339,,1977,3,299,659,Active,,,http://www.redfin.com/VA/McLean/1800-Old-Meadow-Rd-22102/unit-1503/home/9386681,MRIS,FX10214596,N,Y,38.917248,-77.21517
MLS Listing,,Condo/Co-op,4500 S Four Mile Run Dr #1034,Arlington,VA,22204,344900,2,2.0,The Brittany,1395,,2005,3,247,569,Active,,,http://www.redfin.com/VA/Arlington/4500-S-Four-Mile-Run-Dr-22204/unit-1034/home/11282095,MRIS,AR10214544,N,Y,38.854497,-77.105913
MLS Listing,,Condo/Co-op,1201 East West Hwy #244,Silver Spring,MD,20910,325000,1,1.0,Silverton Codm,819,,2006,3,397,372,Active,,,http://www.redfin.com/MD/Silver-Spring/1201-East-West-Hwy-20910/unit-244/home/17393597,MRIS,MC10214411,N,Y,38.9900326,-77.0287999
MLS Listing,,Condo/Co-op,1852 Columbia Rd NW #304,Washington,DC,20009,399900,1,1.0,Kalorama,795,,1907,3,503,441,Active,April-22-2018 01:00 PM,April-22-2018 03:00 PM,http://www.redfin.com/DC/Washington/1852-Columbia-Rd-NW-20009/unit-304/home/12415610,MRIS,DC10214404,N,Y,38.9211764,-77.0432685
MLS Listing,,Condo/Co-op,1417 Newton St NW #407,Washington,DC,20010,349500,1,1.0,Columbia Heights,550,,1927,3,635,245,Active,,,http://www.redfin.com/DC/Washington/1417-Newton-St-NW-20010/unit-407/home/113010128,MRIS,DC10214323,N,Y,38.9323587,-77.0335528
MLS Listing,,Condo/Co-op,209 Trenton St Unit 209-2,Arlington,VA,22203,212000,1,1.0,Arlington Oaks,666,,1940,3,318,395,Active,,,http://www.redfin.com/VA/Arlington/209-N-Trenton-St-22203/unit-209-2/home/11258078,MRIS,AR10214286,N,Y,38.8709966,-77.106343
MLS Listing,,Condo/Co-op,5505 Seminary Rd Unit 807N,Falls Church,VA,22041,210000,1,1.0,Skyline Square,909,,1984,3,231,365,Active,,,http://www.redfin.com/VA/Falls-Church/5505-Seminary-Rd-22041/unit-807N/home/9660530,MRIS,FX10197383,N,Y,38.8422761,-77.1200284
MLS Listing,,Condo/Co-op,1801 QUEENS Ln #139,ARLINGTON,VA,22201,279000,1,1.0,ARLINGTON,602,,1940,3,463,282,Active,,,http://www.redfin.com/VA/Arlington/1801-Queens-Ln-22201/unit-139/home/143603590,BRIGHT MLS,1000419098,N,Y,38.8948024,-77.0796304
